"id","parent_id","title","level","locale","icon","content_path","insert_date","update_date","delete_flg"
"1","1","AIとは何か","1","ja","","lesson-stories/ja/ai_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"2","1","機械学習の基本","1","ja","","lesson-stories/ja/ai_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"3","1","ニューラルネットワーク","1","ja","","lesson-stories/ja/ai_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"4","1","自然言語処理","1","ja","","lesson-stories/ja/ai_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"5","1","画像認識AI","1","ja","","lesson-stories/ja/ai_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"6","1","ChatGPTを使ってみよう","1","ja","","lesson-stories/ja/ai_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"7","1","AIの倫理","1","ja","","lesson-stories/ja/ai_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"8","1","AIの未来","1","ja","","lesson-stories/ja/ai_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"9","1","AIで何が作れる？","1","ja","","lesson-stories/ja/ai_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"10","1","AIプロジェクトを始めよう","1","ja","","lesson-stories/ja/ai_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"11","2","What is AI?","1","en","","lesson-stories/en/ai_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"12","2","Machine Learning Basics","1","en","","lesson-stories/en/ai_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"13","2","Neural Networks","1","en","","lesson-stories/en/ai_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"14","2","Natural Language Processing","1","en","","lesson-stories/en/ai_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"15","2","Image Recognition AI","1","en","","lesson-stories/en/ai_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"16","2","Let's Use ChatGPT","1","en","","lesson-stories/en/ai_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"17","2","AI Ethics","1","en","","lesson-stories/en/ai_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"18","2","Future of AI","1","en","","lesson-stories/en/ai_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"19","2","What Can You Make with AI?","1","en","","lesson-stories/en/ai_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"20","2","Start an AI Project","1","en","","lesson-stories/en/ai_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"21","3","Apa itu AI?","1","id","","lesson-stories/id/ai_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"22","3","Dasar Machine Learning","1","id","","lesson-stories/id/ai_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"23","3","Jaringan Neural","1","id","","lesson-stories/id/ai_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"24","3","Pemrosesan Bahasa Alami","1","id","","lesson-stories/id/ai_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"25","3","AI Pengenalan Gambar","1","id","","lesson-stories/id/ai_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"26","3","Mari Gunakan ChatGPT","1","id","","lesson-stories/id/ai_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"27","3","Etika AI","1","id","","lesson-stories/id/ai_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"28","3","Masa Depan AI","1","id","","lesson-stories/id/ai_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"29","3","Apa yang Dibuat dengan AI?","1","id","","lesson-stories/id/ai_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"30","3","Mulai Proyek AI","1","id","","lesson-stories/id/ai_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"31","4","AI là gì?","1","vi","","lesson-stories/vi/ai_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"32","4","Cơ bản Machine Learning","1","vi","","lesson-stories/vi/ai_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"33","4","Mạng Neural","1","vi","","lesson-stories/vi/ai_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"34","4","Xử lý ngôn ngữ tự nhiên","1","vi","","lesson-stories/vi/ai_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"35","4","AI Nhận dạng hình ảnh","1","vi","","lesson-stories/vi/ai_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"36","4","Hãy dùng ChatGPT","1","vi","","lesson-stories/vi/ai_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"37","4","Đạo đức AI","1","vi","","lesson-stories/vi/ai_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"38","4","Tương lai AI","1","vi","","lesson-stories/vi/ai_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"39","4","Tạo gì với AI?","1","vi","","lesson-stories/vi/ai_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"40","4","Bắt đầu dự án AI","1","vi","","lesson-stories/vi/ai_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"41","5","什么是AI?","1","zh","","lesson-stories/zh/ai_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"42","5","机器学习基础","1","zh","","lesson-stories/zh/ai_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"43","5","神经网络","1","zh","","lesson-stories/zh/ai_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"44","5","自然语言处理","1","zh","","lesson-stories/zh/ai_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"45","5","图像识别AI","1","zh","","lesson-stories/zh/ai_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"46","5","使用ChatGPT","1","zh","","lesson-stories/zh/ai_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"47","5","AI伦理","1","zh","","lesson-stories/zh/ai_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"48","5","AI的未来","1","zh","","lesson-stories/zh/ai_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"49","5","用AI能做什么?","1","zh","","lesson-stories/zh/ai_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"50","5","开始AI项目","1","zh","","lesson-stories/zh/ai_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"51","6","AI के हो?","1","ne","","lesson-stories/ne/ai_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"52","6","मशीन लर्निङको आधार","1","ne","","lesson-stories/ne/ai_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"53","6","न्युरल नेटवर्क","1","ne","","lesson-stories/ne/ai_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"54","6","प्राकृतिक भाषा प्रशोधन","1","ne","","lesson-stories/ne/ai_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"55","6","इमेज रिकग्निसन AI","1","ne","","lesson-stories/ne/ai_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"56","6","ChatGPT प्रयोग गरौं","1","ne","","lesson-stories/ne/ai_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"57","6","AI नैतिकता","1","ne","","lesson-stories/ne/ai_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"58","6","AIको भविष्य","1","ne","","lesson-stories/ne/ai_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"59","6","AI ले के बनाउन सकिन्छ?","1","ne","","lesson-stories/ne/ai_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"60","6","AI प्रोजेक्ट सुरु गरौं","1","ne","","lesson-stories/ne/ai_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"61","7","Pythonとは","1","ja","","lesson-stories/ja/python_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"62","7","変数とデータ型","1","ja","","lesson-stories/ja/python_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"63","7","条件分岐","1","ja","","lesson-stories/ja/python_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"64","7","ループ","1","ja","","lesson-stories/ja/python_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"65","7","関数","1","ja","","lesson-stories/ja/python_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"66","7","リストと辞書","1","ja","","lesson-stories/ja/python_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"67","7","ファイル操作","1","ja","","lesson-stories/ja/python_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"68","7","ライブラリの使い方","1","ja","","lesson-stories/ja/python_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"69","7","クラスとオブジェクト","1","ja","","lesson-stories/ja/python_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"70","7","Pythonプロジェクト","1","ja","","lesson-stories/ja/python_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"71","8","What is Python?","1","en","","lesson-stories/en/python_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"72","8","Variables & Data Types","1","en","","lesson-stories/en/python_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"73","8","Conditionals","1","en","","lesson-stories/en/python_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"74","8","Loops","1","en","","lesson-stories/en/python_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"75","8","Functions","1","en","","lesson-stories/en/python_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"76","8","Lists & Dictionaries","1","en","","lesson-stories/en/python_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"77","8","File Operations","1","en","","lesson-stories/en/python_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"78","8","Using Libraries","1","en","","lesson-stories/en/python_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"79","8","Classes & Objects","1","en","","lesson-stories/en/python_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"80","8","Python Projects","1","en","","lesson-stories/en/python_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"81","9","Apa itu Python?","1","id","","lesson-stories/id/python_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"82","9","Variabel & Tipe Data","1","id","","lesson-stories/id/python_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"83","9","Percabangan","1","id","","lesson-stories/id/python_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"84","9","Perulangan","1","id","","lesson-stories/id/python_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"85","9","Fungsi","1","id","","lesson-stories/id/python_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"86","9","List & Dictionary","1","id","","lesson-stories/id/python_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"87","9","Operasi File","1","id","","lesson-stories/id/python_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"88","9","Menggunakan Library","1","id","","lesson-stories/id/python_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"89","9","Class & Objek","1","id","","lesson-stories/id/python_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"90","9","Proyek Python","1","id","","lesson-stories/id/python_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"91","10","Python là gì?","1","vi","","lesson-stories/vi/python_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"92","10","Biến & Kiểu dữ liệu","1","vi","","lesson-stories/vi/python_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"93","10","Điều kiện","1","vi","","lesson-stories/vi/python_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"94","10","Vòng lặp","1","vi","","lesson-stories/vi/python_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"95","10","Hàm","1","vi","","lesson-stories/vi/python_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"96","10","List & Dictionary","1","vi","","lesson-stories/vi/python_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"97","10","Thao tác File","1","vi","","lesson-stories/vi/python_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"98","10","Dùng Thư viện","1","vi","","lesson-stories/vi/python_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"99","10","Class & Đối tượng","1","vi","","lesson-stories/vi/python_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"100","10","Dự án Python","1","vi","","lesson-stories/vi/python_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"101","11","什么是Python?","1","zh","","lesson-stories/zh/python_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"102","11","变量和数据类型","1","zh","","lesson-stories/zh/python_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"103","11","条件语句","1","zh","","lesson-stories/zh/python_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"104","11","循环","1","zh","","lesson-stories/zh/python_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"105","11","函数","1","zh","","lesson-stories/zh/python_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"106","11","列表和字典","1","zh","","lesson-stories/zh/python_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"107","11","文件操作","1","zh","","lesson-stories/zh/python_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"108","11","使用库","1","zh","","lesson-stories/zh/python_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"109","11","类和对象","1","zh","","lesson-stories/zh/python_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"110","11","Python项目","1","zh","","lesson-stories/zh/python_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"111","12","Python के हो?","1","ne","","lesson-stories/ne/python_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"112","12","भेरिएबल र डेटा टाइप","1","ne","","lesson-stories/ne/python_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"113","12","सर्त","1","ne","","lesson-stories/ne/python_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"114","12","लुप","1","ne","","lesson-stories/ne/python_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"115","12","फंक्सन","1","ne","","lesson-stories/ne/python_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"116","12","लिस्ट र डिक्सनरी","1","ne","","lesson-stories/ne/python_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"117","12","फाइल अपरेसन","1","ne","","lesson-stories/ne/python_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"118","12","लाइब्रेरी","1","ne","","lesson-stories/ne/python_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"119","12","क्लास र अब्जेक्ट","1","ne","","lesson-stories/ne/python_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"120","12","Python प्रोजेक्ट","1","ne","","lesson-stories/ne/python_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"121","13","JavaScriptとは","1","ja","","lesson-stories/ja/javascript_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"122","13","変数とデータ型","1","ja","","lesson-stories/ja/javascript_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"123","13","関数とスコープ","1","ja","","lesson-stories/ja/javascript_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"124","13","DOM操作","1","ja","","lesson-stories/ja/javascript_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"125","13","イベント処理","1","ja","","lesson-stories/ja/javascript_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"126","13","非同期処理","1","ja","","lesson-stories/ja/javascript_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"127","13","配列とオブジェクト","1","ja","","lesson-stories/ja/javascript_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"128","13","APIとフェッチ","1","ja","","lesson-stories/ja/javascript_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"129","13","ReactとVue","1","ja","","lesson-stories/ja/javascript_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"130","13","JSプロジェクト","1","ja","","lesson-stories/ja/javascript_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"131","14","What is JavaScript?","1","en","","lesson-stories/en/javascript_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"132","14","Variables & Data Types","1","en","","lesson-stories/en/javascript_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"133","14","Functions & Scope","1","en","","lesson-stories/en/javascript_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"134","14","DOM Manipulation","1","en","","lesson-stories/en/javascript_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"135","14","Event Handling","1","en","","lesson-stories/en/javascript_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"136","14","Async Programming","1","en","","lesson-stories/en/javascript_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"137","14","Arrays & Objects","1","en","","lesson-stories/en/javascript_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"138","14","APIs & Fetch","1","en","","lesson-stories/en/javascript_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"139","14","React & Vue","1","en","","lesson-stories/en/javascript_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"140","14","JS Projects","1","en","","lesson-stories/en/javascript_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"141","15","Apa itu JavaScript?","1","id","","lesson-stories/id/javascript_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"142","15","Variabel & Tipe Data","1","id","","lesson-stories/id/javascript_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"143","15","Fungsi & Scope","1","id","","lesson-stories/id/javascript_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"144","15","Manipulasi DOM","1","id","","lesson-stories/id/javascript_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"145","15","Event Handling","1","id","","lesson-stories/id/javascript_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"146","15","Pemrograman Async","1","id","","lesson-stories/id/javascript_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"147","15","Array & Objek","1","id","","lesson-stories/id/javascript_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"148","15","API & Fetch","1","id","","lesson-stories/id/javascript_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"149","15","React & Vue","1","id","","lesson-stories/id/javascript_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"150","15","Proyek JS","1","id","","lesson-stories/id/javascript_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"151","16","JavaScript là gì?","1","vi","","lesson-stories/vi/javascript_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"152","16","Biến & Kiểu dữ liệu","1","vi","","lesson-stories/vi/javascript_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"153","16","Hàm & Scope","1","vi","","lesson-stories/vi/javascript_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"154","16","Thao tác DOM","1","vi","","lesson-stories/vi/javascript_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"155","16","Xử lý Sự kiện","1","vi","","lesson-stories/vi/javascript_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"156","16","Lập trình Async","1","vi","","lesson-stories/vi/javascript_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"157","16","Mảng & Đối tượng","1","vi","","lesson-stories/vi/javascript_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"158","16","API & Fetch","1","vi","","lesson-stories/vi/javascript_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"159","16","React & Vue","1","vi","","lesson-stories/vi/javascript_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"160","16","Dự án JS","1","vi","","lesson-stories/vi/javascript_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"161","17","什么是JavaScript?","1","zh","","lesson-stories/zh/javascript_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"162","17","变量和数据类型","1","zh","","lesson-stories/zh/javascript_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"163","17","函数与作用域","1","zh","","lesson-stories/zh/javascript_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"164","17","DOM操作","1","zh","","lesson-stories/zh/javascript_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"165","17","事件处理","1","zh","","lesson-stories/zh/javascript_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"166","17","异步编程","1","zh","","lesson-stories/zh/javascript_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"167","17","数组和对象","1","zh","","lesson-stories/zh/javascript_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"168","17","API和Fetch","1","zh","","lesson-stories/zh/javascript_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"169","17","React与Vue","1","zh","","lesson-stories/zh/javascript_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"170","17","JS项目","1","zh","","lesson-stories/zh/javascript_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"171","18","JavaScript के हो?","1","ne","","lesson-stories/ne/javascript_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"172","18","भेरिएबल र डेटा टाइप","1","ne","","lesson-stories/ne/javascript_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"173","18","फंक्सन र स्कोप","1","ne","","lesson-stories/ne/javascript_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"174","18","DOM म्यानिपुलेसन","1","ne","","lesson-stories/ne/javascript_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"175","18","इभेन्ट ह्यान्डलिङ","1","ne","","lesson-stories/ne/javascript_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"176","18","असिन्क्रोनस प्रोग्रामिङ","1","ne","","lesson-stories/ne/javascript_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"177","18","एरे र अब्जेक्ट","1","ne","","lesson-stories/ne/javascript_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"178","18","API र Fetch","1","ne","","lesson-stories/ne/javascript_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"179","18","React र Vue","1","ne","","lesson-stories/ne/javascript_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"180","18","JS प्रोजेक्ट","1","ne","","lesson-stories/ne/javascript_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"181","19","足し算と引き算","1","ja","","lesson-stories/ja/math_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"182","19","掛け算と割り算","1","ja","","lesson-stories/ja/math_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"183","19","分数と小数","1","ja","","lesson-stories/ja/math_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"184","19","パーセント","1","ja","","lesson-stories/ja/math_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"185","19","図形","1","ja","","lesson-stories/ja/math_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"186","19","面積と体積","1","ja","","lesson-stories/ja/math_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"187","19","確率","1","ja","","lesson-stories/ja/math_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"188","19","統計","1","ja","","lesson-stories/ja/math_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"189","19","代数","1","ja","","lesson-stories/ja/math_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"190","19","数学の応用","1","ja","","lesson-stories/ja/math_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"191","20","Addition & Subtraction","1","en","","lesson-stories/en/math_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"192","20","Multiplication & Division","1","en","","lesson-stories/en/math_02.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"193","20","Fractions & Decimals","1","en","","lesson-stories/en/math_03.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"194","20","Percentages","1","en","","lesson-stories/en/math_04.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"195","20","Geometry","1","en","","lesson-stories/en/math_05.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"196","20","Area & Volume","1","en","","lesson-stories/en/math_06.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"197","20","Probability","1","en","","lesson-stories/en/math_07.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"198","20","Statistics","1","en","","lesson-stories/en/math_08.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"199","20","Algebra","1","en","","lesson-stories/en/math_09.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"200","20","Applied Math","1","en","","lesson-stories/en/math_10.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
"201","21","Penjumlahan & Pengurangan","1","id","","lesson-stories/id/math_01.json","2024-01-01 00:00:00","2024-01-01 00:00:00","0"
